"","ZIPCODE","date","mains","TemperatureF","Lat","Long"
"25","94025",2012-02-05 00:00:00,0.575320869575589,40.1833333333333,37.45,-122.17
"26","94025",2012-02-05 01:00:00,1.185351484206,38.9333333333333,37.45,-122.17
"27","94025",2012-02-05 02:00:00,2.8138424131673,37.8333333333333,37.45,-122.17
"28","94025",2012-02-05 03:00:00,3.37892684934621,36.9833333333333,37.45,-122.17
"29","94025",2012-02-05 04:00:00,2.84883771200621,36.5333333333333,37.45,-122.17
"30","94025",2012-02-05 05:00:00,1.84733977301643,35.8833333333333,37.45,-122.17
"31","94025",2012-02-05 06:00:00,1.83606416532679,35.5,37.45,-122.17
"32","94025",2012-02-05 07:00:00,1.8669058729032,35.5666666666667,37.45,-122.17
"33","94025",2012-02-05 08:00:00,2.05239443242701,36.4833333333333,37.45,-122.17
"34","94025",2012-02-05 09:00:00,1.51956374649282,48.6166666666667,37.45,-122.17
"35","94025",2012-02-05 10:00:00,1.90271951521914,54.7833333333333,37.45,-122.17
"36","94025",2012-02-05 11:00:00,1.1792024448665,57.75,37.45,-122.17
"37","94025",2012-02-05 12:00:00,0.605738420639536,59.9166666666667,37.45,-122.17
"38","94025",2012-02-05 13:00:00,0.760134513048078,62.5166666666667,37.45,-122.17
"39","94025",2012-02-05 14:00:00,0.756068022390107,63.85,37.45,-122.17
"40","94025",2012-02-05 15:00:00,0.756764085922688,64.3833333333333,37.45,-122.17
"41","94025",2012-02-05 16:00:00,0.901892184219398,63.5666666666667,37.45,-122.17
"42","94025",2012-02-05 17:00:00,1.08914958411712,59,37.45,-122.17
"43","94025",2012-02-05 18:00:00,1.74936823237017,53.8666666666667,37.45,-122.17
"44","94025",2012-02-05 19:00:00,1.18248335914293,52.2333333333333,37.45,-122.17
"45","94025",2012-02-05 20:00:00,0.568595154334998,50.4,37.45,-122.17
"46","94025",2012-02-05 21:00:00,0.887840914802633,47.6,37.45,-122.17
"47","94025",2012-02-05 22:00:00,1.61539894685921,45.3333333333333,37.45,-122.17
"48","94025",2012-02-05 23:00:00,1.60178468366499,44.1666666666667,37.45,-122.17
"49","94025",2012-02-06 00:00:00,2.02926740269551,43.4333333333333,37.45,-122.17
"50","94025",2012-02-06 01:00:00,2.70411487117205,42.3833333333333,37.45,-122.17
"51","94025",2012-02-06 02:00:00,2.62201773301814,40.85,37.45,-122.17
"52","94025",2012-02-06 03:00:00,2.56760357862712,39.8666666666667,37.45,-122.17
"53","94025",2012-02-06 04:00:00,2.38309495076122,40.0833333333333,37.45,-122.17
"54","94025",2012-02-06 05:00:00,2.37409010522837,40.2,37.45,-122.17
"55","94025",2012-02-06 06:00:00,2.300116118845,39.6666666666667,37.45,-122.17
"56","94025",2012-02-06 07:00:00,2.4384008301214,39.9,37.45,-122.17
"57","94025",2012-02-06 08:00:00,0.883075827674937,40.75,37.45,-122.17
"58","94025",2012-02-06 09:00:00,0.865246482985447,43.9166666666667,37.45,-122.17
"59","94025",2012-02-06 10:00:00,0.854702512684562,52.9166666666667,37.45,-122.17
"60","94025",2012-02-06 11:00:00,0.887329420925325,56.4833333333333,37.45,-122.17
"61","94025",2012-02-06 12:00:00,0.872862629990486,60.4333333333333,37.45,-122.17
"62","94025",2012-02-06 13:00:00,0.937529879555905,63.6166666666667,37.45,-122.17
"63","94025",2012-02-06 14:00:00,0.883160934101646,62.65,37.45,-122.17
"64","94025",2012-02-06 15:00:00,0.845965257972024,62.3666666666667,37.45,-122.17
"65","94025",2012-02-06 16:00:00,0.722164932865658,61.7833333333333,37.45,-122.17
"66","94025",2012-02-06 17:00:00,1.00034853011142,60.1,37.45,-122.17
"67","94025",2012-02-06 18:00:00,0.974381058941622,57.8666666666667,37.45,-122.17
"68","94025",2012-02-06 19:00:00,0.860160155822955,56.3,37.45,-122.17
"69","94025",2012-02-06 20:00:00,1.57122928829124,55.5166666666667,37.45,-122.17
"70","94025",2012-02-06 21:00:00,0.989953026372248,54.58,37.45,-122.17
"71","94025",2012-02-06 22:00:00,0.803359572050087,54.0416666666667,37.45,-122.17
"72","94025",2012-02-06 23:00:00,0.820252052161411,53.025,37.45,-122.17
"73","94025",2012-02-07 00:00:00,0.825744497231835,52.2833333333333,37.45,-122.17
"74","94025",2012-02-07 01:00:00,1.4476266244915,51.4083333333333,37.45,-122.17
"75","94025",2012-02-07 02:00:00,2.88458922379683,50.6583333333333,37.45,-122.17
"76","94025",2012-02-07 03:00:00,2.18367867594838,50.9333333333333,37.45,-122.17
"77","94025",2012-02-07 04:00:00,2.10785580992693,52.6416666666667,37.45,-122.17
"78","94025",2012-02-07 05:00:00,2.12811892352292,54.1083333333333,37.45,-122.17
"79","94025",2012-02-07 06:00:00,1.56766905401654,53.7916666666667,37.45,-122.17
"80","94025",2012-02-07 07:00:00,1.16327108140963,54.5666666666667,37.45,-122.17
"81","94025",2012-02-07 08:00:00,0.748844245970029,55.7166666666667,37.45,-122.17
"82","94025",2012-02-07 09:00:00,0.618052389317725,56.4166666666667,37.45,-122.17
"83","94025",2012-02-07 10:00:00,0.645490337553674,57.45,37.45,-122.17
"84","94025",2012-02-07 11:00:00,0.650943027000927,59.0166666666667,37.45,-122.17
"85","94025",2012-02-07 12:00:00,0.656455566090232,60.6333333333333,37.45,-122.17
"86","94025",2012-02-07 13:00:00,0.662165248150192,61.2916666666667,37.45,-122.17
"87","94025",2012-02-07 14:00:00,0.882000132623477,60.2666666666667,37.45,-122.17
"88","94025",2012-02-07 15:00:00,1.06865575975996,60.35,37.45,-122.17
"89","94025",2012-02-07 16:00:00,1.327726369183,57.6416666666667,37.45,-122.17
"90","94025",2012-02-07 17:00:00,1.47685937267153,55.475,37.45,-122.17
"91","94025",2012-02-07 18:00:00,1.13069160373683,54.3416666666667,37.45,-122.17
"92","94025",2012-02-07 19:00:00,0.98982031550603,53.4166666666667,37.45,-122.17
"93","94025",2012-02-07 20:00:00,0.65655883206511,53,37.45,-122.17
"94","94025",2012-02-07 21:00:00,0.644620675917071,52.7714285714286,37.45,-122.17
"95","94025",2012-02-07 22:00:00,0.702899771926325,52.45,37.45,-122.17
"96","94025",2012-02-07 23:00:00,2.04331549497516,52.1666666666667,37.45,-122.17
"97","94025",2012-02-08 00:00:00,1.59161303117379,52.0166666666667,37.45,-122.17
"98","94025",2012-02-08 01:00:00,1.5328472812948,51.7666666666667,37.45,-122.17
"99","94025",2012-02-08 02:00:00,1.45094457176943,51.3666666666667,37.45,-122.17
"100","94025",2012-02-08 03:00:00,1.74218478607931,49.3333333333333,37.45,-122.17
"101","94025",2012-02-08 04:00:00,1.83336703288389,47.1166666666667,37.45,-122.17
"102","94025",2012-02-08 05:00:00,1.83344534617497,46.4,37.45,-122.17
"103","94025",2012-02-08 06:00:00,1.83656372448478,46.4333333333333,37.45,-122.17
"104","94025",2012-02-08 07:00:00,1.06093877383879,44.7909090909091,37.45,-122.17
"105","94025",2012-02-08 08:00:00,0.5680342121951,46.2416666666667,37.45,-122.17
"106","94025",2012-02-08 09:00:00,0.561983527778228,53.5583333333333,37.45,-122.17
"107","94025",2012-02-08 10:00:00,0.558841067699721,56.625,37.45,-122.17
"108","94025",2012-02-08 11:00:00,0.656877533220379,58.1166666666667,37.45,-122.17
"109","94025",2012-02-08 12:00:00,0.690577829478056,60.2666666666667,37.45,-122.17
"110","94025",2012-02-08 13:00:00,0.656460918057925,62.2666666666667,37.45,-122.17
"111","94025",2012-02-08 14:00:00,1.00484273092732,63.4833333333333,37.45,-122.17
"112","94025",2012-02-08 15:00:00,0.913569698899333,63.2916666666667,37.45,-122.17
"113","94025",2012-02-08 16:00:00,1.1739934971613,62.2916666666667,37.45,-122.17
"114","94025",2012-02-08 17:00:00,1.37546295444144,59.95,37.45,-122.17
"115","94025",2012-02-08 18:00:00,1.71058565100858,55.3833333333333,37.45,-122.17
"116","94025",2012-02-08 19:00:00,0.841433508717588,52.4583333333333,37.45,-122.17
"117","94025",2012-02-08 20:00:00,0.77396480085913,49.95,37.45,-122.17
"118","94025",2012-02-08 21:00:00,0.88660943960622,48.225,37.45,-122.17
"119","94025",2012-02-08 22:00:00,0.957782734723047,47.2461538461538,37.45,-122.17
"120","94025",2012-02-08 23:00:00,0.838149819617434,46.1666666666667,37.45,-122.17
"121","94025",2012-02-09 00:00:00,0.993042273590987,44.9583333333333,37.45,-122.17
"122","94025",2012-02-09 01:00:00,2.01051162220472,44.1,37.45,-122.17
"123","94025",2012-02-09 02:00:00,3.09872297771232,43.5416666666667,37.45,-122.17
"124","94025",2012-02-09 03:00:00,3.28118254150495,42.9166666666667,37.45,-122.17
"125","94025",2012-02-09 04:00:00,3.40524284126827,42.0583333333333,37.45,-122.17
"126","94025",2012-02-09 05:00:00,2.17950148027176,41.1666666666667,37.45,-122.17
"127","94025",2012-02-09 06:00:00,1.58566145005875,40.175,37.45,-122.17
"128","94025",2012-02-09 07:00:00,1.04080937147741,39.4416666666667,37.45,-122.17
"129","94025",2012-02-09 08:00:00,0.921461464976929,42.6583333333333,37.45,-122.17
"130","94025",2012-02-09 09:00:00,0.92733353097026,52.6916666666667,37.45,-122.17
"131","94025",2012-02-09 10:00:00,0.854141099774142,58.1833333333333,37.45,-122.17
"132","94025",2012-02-09 11:00:00,1.08276798629947,62.0916666666667,37.45,-122.17
"133","94025",2012-02-09 12:00:00,1.059832228285,64.7083333333333,37.45,-122.17
"134","94025",2012-02-09 13:00:00,1.08872307366803,65.1916666666667,37.45,-122.17
"135","94025",2012-02-09 14:00:00,1.07438392656368,65.5583333333333,37.45,-122.17
"136","94025",2012-02-09 15:00:00,1.67007724076393,65.85,37.45,-122.17
"137","94025",2012-02-09 16:00:00,1.27882945453024,64.6833333333333,37.45,-122.17
"138","94025",2012-02-09 17:00:00,1.4288332144905,62.4833333333333,37.45,-122.17
"139","94025",2012-02-09 18:00:00,1.26965697304006,57.8916666666667,37.45,-122.17
"140","94025",2012-02-09 19:00:00,0.562429488283464,54.2416666666667,37.45,-122.17
"141","94025",2012-02-09 20:00:00,0.636868263947721,51.8333333333333,37.45,-122.17
"142","94025",2012-02-09 21:00:00,0.695557370927089,49.9076923076923,37.45,-122.17
"143","94025",2012-02-09 22:00:00,0.711322670687987,48.3,37.45,-122.17
"144","94025",2012-02-09 23:00:00,1.12407675978177,46.6166666666667,37.45,-122.17
"145","94025",2012-02-10 00:00:00,1.14784685342019,47.1166666666667,37.45,-122.17
"146","94025",2012-02-10 01:00:00,1.22955655977712,45.8416666666667,37.45,-122.17
"147","94025",2012-02-10 02:00:00,1.23123469268023,43.3666666666667,37.45,-122.17
"148","94025",2012-02-10 03:00:00,1.26250903031955,41.4916666666667,37.45,-122.17
"149","94025",2012-02-10 04:00:00,1.24527671120149,40.3416666666667,37.45,-122.17
"150","94025",2012-02-10 05:00:00,1.77748909342663,39.2666666666667,37.45,-122.17
"151","94025",2012-02-10 06:00:00,2.02620106953053,38.7416666666667,37.45,-122.17
"152","94025",2012-02-10 07:00:00,1.06958517667403,39.3583333333333,37.45,-122.17
"153","94025",2012-02-10 08:00:00,1.7784116577019,44.8,37.45,-122.17
"154","94025",2012-02-10 09:00:00,0.875396789486061,54.7,37.45,-122.17
"155","94025",2012-02-10 10:00:00,0.877085729398779,58.7916666666667,37.45,-122.17
"156","94025",2012-02-10 11:00:00,0.854502848620826,61.8416666666667,37.45,-122.17
"157","94025",2012-02-10 12:00:00,0.68772684891792,64.575,37.45,-122.17
"158","94025",2012-02-10 13:00:00,0.685515636394453,64.0083333333333,37.45,-122.17
"159","94025",2012-02-10 14:00:00,0.70020333575235,62.5583333333333,37.45,-122.17
"160","94025",2012-02-10 15:00:00,1.20595260979064,61.6666666666667,37.45,-122.17
"161","94025",2012-02-10 16:00:00,0.615249169391445,59.5083333333333,37.45,-122.17
"162","94025",2012-02-10 17:00:00,0.57538739730408,56.3083333333333,37.45,-122.17
"163","94025",2012-02-10 18:00:00,0.618679388703276,54.6916666666667,37.45,-122.17
"164","94025",2012-02-10 19:00:00,0.478788825502789,54,37.45,-122.17
"165","94025",2012-02-10 20:00:00,0.949820171530142,54.175,37.45,-122.17
"166","94025",2012-02-10 21:00:00,1.61447105116938,53.9076923076923,37.45,-122.17
"167","94025",2012-02-10 22:00:00,0.869915446620907,53.3666666666667,37.45,-122.17
"168","94025",2012-02-10 23:00:00,1.0788276895874,51.9666666666667,37.45,-122.17
"169","94025",2012-02-11 00:00:00,1.47603064232621,50.4333333333333,37.45,-122.17
"170","94025",2012-02-11 01:00:00,3.37123035797083,49.0833333333333,37.45,-122.17
"171","94025",2012-02-11 02:00:00,4.67554107776701,48.6,37.45,-122.17
"172","94025",2012-02-11 03:00:00,2.65605618091823,49.4166666666667,37.45,-122.17
"173","94025",2012-02-11 04:00:00,2.47096038789892,49.7666666666667,37.45,-122.17
"174","94025",2012-02-11 05:00:00,2.23512107227802,49.7166666666667,37.45,-122.17
"175","94025",2012-02-11 06:00:00,2.06117833380408,49.1833333333333,37.45,-122.17
"176","94025",2012-02-11 07:00:00,0.988181841374287,49.1166666666667,37.45,-122.17
"177","94025",2012-02-11 08:00:00,0.709930360561743,49.9583333333333,37.45,-122.17
"178","94025",2012-02-11 09:00:00,0.725803823868098,52.6166666666667,37.45,-122.17
"179","94025",2012-02-11 10:00:00,0.688841886646769,53.5,37.45,-122.17
"180","94025",2012-02-11 11:00:00,0.642860046446021,54.9083333333333,37.45,-122.17
"181","94025",2012-02-11 12:00:00,0.642654740618321,56.2083333333333,37.45,-122.17
"182","94025",2012-02-11 13:00:00,0.6982865671677,56.025,37.45,-122.17
"183","94025",2012-02-11 14:00:00,0.683974102260775,54.9,37.45,-122.17
"184","94025",2012-02-11 15:00:00,0.719992705977081,55.0666666666667,37.45,-122.17
"185","94025",2012-02-11 16:00:00,0.791308838845156,55.4666666666667,37.45,-122.17
"186","94025",2012-02-11 17:00:00,0.730947062417129,54.5583333333333,37.45,-122.17
"187","94025",2012-02-11 18:00:00,0.841936298420222,51.7833333333333,37.45,-122.17
"188","94025",2012-02-11 19:00:00,1.39227661417412,49.425,37.45,-122.17
"189","94025",2012-02-11 20:00:00,1.27398724209126,48.7166666666667,37.45,-122.17
"190","94025",2012-02-11 21:00:00,0.678104528758317,48.0307692307692,37.45,-122.17
"191","94025",2012-02-11 22:00:00,0.708837990869942,46.375,37.45,-122.17
"192","94025",2012-02-11 23:00:00,0.652839883357265,46.5083333333333,37.45,-122.17
"193","94025",2012-02-12 00:00:00,0.78814226651262,45.925,37.45,-122.17
"194","94025",2012-02-12 01:00:00,1.89238365077008,43.6666666666667,37.45,-122.17
"195","94025",2012-02-12 02:00:00,2.87162620032734,42.1,37.45,-122.17
"196","94025",2012-02-12 03:00:00,2.60088846103074,41.25,37.45,-122.17
"197","94025",2012-02-12 04:00:00,2.57191729049708,40.3333333333333,37.45,-122.17
"198","94025",2012-02-12 05:00:00,3.45737166858506,41.4166666666667,37.45,-122.17
"199","94025",2012-02-12 06:00:00,2.72752444423052,42.3,37.45,-122.17
"200","94025",2012-02-12 07:00:00,2.07675724413171,41.15,37.45,-122.17
"201","94025",2012-02-12 08:00:00,1.9484278919041,43.3583333333333,37.45,-122.17
"202","94025",2012-02-12 09:00:00,0.718909201281925,51.2538461538462,37.45,-122.17
"203","94025",2012-02-12 10:00:00,0.650811801230662,54.6666666666667,37.45,-122.17
"204","94025",2012-02-12 11:00:00,0.640982515948101,56.9083333333333,37.45,-122.17
"205","94025",2012-02-12 12:00:00,0.682065928953734,58.7916666666667,37.45,-122.17
"206","94025",2012-02-12 13:00:00,0.701068644722183,59.7416666666667,37.45,-122.17
"207","94025",2012-02-12 14:00:00,1.35795504763472,58.4166666666667,37.45,-122.17
"208","94025",2012-02-12 15:00:00,1.20537650747133,57.1,37.45,-122.17
"209","94025",2012-02-12 16:00:00,0.810139731869998,54.8666666666667,37.45,-122.17
"210","94025",2012-02-12 17:00:00,0.777623420893876,53.2333333333333,37.45,-122.17
"211","94025",2012-02-12 18:00:00,0.880900637625857,52.5416666666667,37.45,-122.17
"212","94025",2012-02-12 19:00:00,0.571796358558313,51.825,37.45,-122.17
"213","94025",2012-02-12 20:00:00,0.562482452095443,50.9416666666667,37.45,-122.17
"214","94025",2012-02-12 21:00:00,0.820929821030853,49.35,37.45,-122.17
"215","94025",2012-02-12 22:00:00,0.922257559169481,48.4307692307692,37.45,-122.17
"216","94025",2012-02-12 23:00:00,1.35577545650665,47.9,37.45,-122.17
"217","94025",2012-02-13 00:00:00,0.751580270923418,47.9833333333333,37.45,-122.17
"218","94025",2012-02-13 01:00:00,1.38513187794342,47.3666666666667,37.45,-122.17
"219","94025",2012-02-13 02:00:00,1.39375310163547,47.075,37.45,-122.17
"220","94025",2012-02-13 03:00:00,1.61215796539055,46.625,37.45,-122.17
"221","94025",2012-02-13 04:00:00,1.72012975121347,46.1666666666667,37.45,-122.17
"222","94025",2012-02-13 05:00:00,1.487002354072,45.4,37.45,-122.17
"223","94025",2012-02-13 06:00:00,1.37934980497632,45.45,37.45,-122.17
"224","94025",2012-02-13 07:00:00,1.04816957352317,45.0333333333333,37.45,-122.17
"225","94025",2012-02-13 08:00:00,0.769699784910051,45.8416666666667,37.45,-122.17
"226","94025",2012-02-13 09:00:00,0.663884371059941,46.4833333333333,37.45,-122.17
"227","94025",2012-02-13 10:00:00,0.687072127231399,47.1166666666667,37.45,-122.17
"228","94025",2012-02-13 11:00:00,0.660984372248548,47.125,37.45,-122.17
"229","94025",2012-02-13 12:00:00,0.713005526586836,49.2416666666667,37.45,-122.17
"230","94025",2012-02-13 13:00:00,0.685769658590859,50.275,37.45,-122.17
"231","94025",2012-02-13 14:00:00,0.663147039672828,49.7076923076923,37.45,-122.17
"232","94025",2012-02-13 15:00:00,0.924697188649152,50.7583333333333,37.45,-122.17
"233","94025",2012-02-13 16:00:00,1.50718464688703,49.3333333333333,37.45,-122.17
"234","94025",2012-02-13 17:00:00,1.18049013286782,48.6833333333333,37.45,-122.17
"235","94025",2012-02-13 18:00:00,1.38176448869403,48.1833333333333,37.45,-122.17
"236","94025",2012-02-13 19:00:00,1.24628621878474,46.725,37.45,-122.17
"237","94025",2012-02-13 20:00:00,0.901812810121115,46.075,37.45,-122.17
"238","94025",2012-02-13 21:00:00,0.991843325401644,45.6538461538462,37.45,-122.17
"239","94025",2012-02-13 22:00:00,0.898486345637272,43.9333333333333,37.45,-122.17
"240","94025",2012-02-13 23:00:00,0.804437523447999,42.625,37.45,-122.17
"241","94025",2012-02-14 00:00:00,0.984798801679587,40.9666666666667,37.45,-122.17
"242","94025",2012-02-14 01:00:00,1.00595546250161,39.6416666666667,37.45,-122.17
"243","94025",2012-02-14 02:00:00,1.70665722014426,38.8916666666667,37.45,-122.17
"244","94025",2012-02-14 03:00:00,1.57843779839099,38.2,37.45,-122.17
"245","94025",2012-02-14 04:00:00,1.66702217383832,37.2666666666667,37.45,-122.17
"246","94025",2012-02-14 09:00:00,0.810945656022745,46.2,37.45,-122.17
"247","94025",2012-02-14 10:00:00,0.508329210811925,51.5833333333333,37.45,-122.17
"248","94025",2012-02-14 11:00:00,0.521416603545777,54.1833333333333,37.45,-122.17
"249","94025",2012-02-14 12:00:00,0.523815882780464,56.0083333333333,37.45,-122.17
"250","94025",2012-02-14 13:00:00,0.626261623161139,57.0416666666667,37.45,-122.17
"251","94025",2012-02-14 14:00:00,0.646755137840116,57.0666666666667,37.45,-122.17
"252","94025",2012-02-14 15:00:00,0.901981878829873,55.8416666666667,37.45,-122.17
"253","94025",2012-02-14 16:00:00,0.863595128917069,54.0666666666667,37.45,-122.17
"254","94025",2012-02-14 17:00:00,1.2245885109497,50.95,37.45,-122.17
"255","94025",2012-02-14 23:00:00,0.59441912060866,50,37.45,-122.17
"256","94025",2012-02-15 00:00:00,0.682670925393967,50,37.45,-122.17
"257","94025",2012-02-15 01:00:00,1.31173022531245,50,37.45,-122.17
"258","94025",2012-02-15 02:00:00,2.18504473488163,50,37.45,-122.17
"259","94025",2012-02-15 03:00:00,1.6761300244207,50,37.45,-122.17
"260","94025",2012-02-15 04:00:00,1.33558289753517,50,37.45,-122.17
"261","94025",2012-02-15 05:00:00,1.75323703926348,50,37.45,-122.17
"262","94025",2012-02-15 06:00:00,1.82613425448787,50,37.45,-122.17
"263","94025",2012-02-15 07:00:00,1.72660441373024,44,37.45,-122.17
"264","94025",2012-02-15 08:00:00,1.08218712685964,41.5333333333333,37.45,-122.17
"265","94025",2012-02-15 09:00:00,0.833828833069305,48.9333333333333,37.45,-122.17
"266","94025",2012-02-15 10:00:00,0.760506219448622,51.3916666666667,37.45,-122.17
"267","94025",2012-02-15 11:00:00,0.782699370726685,52.9666666666667,37.45,-122.17
"268","94025",2012-02-15 12:00:00,0.764911008684994,54.3333333333333,37.45,-122.17
"269","94025",2012-02-15 13:00:00,0.778087549590677,55.775,37.45,-122.17
"270","94025",2012-02-15 14:00:00,0.779882919342041,56.4416666666667,37.45,-122.17
"271","94025",2012-02-15 15:00:00,0.989275866268659,56.9833333333333,37.45,-122.17
"272","94025",2012-02-15 16:00:00,0.966214910502916,55.6416666666667,37.45,-122.17
"273","94025",2012-02-15 17:00:00,0.747243050628997,52.9666666666667,37.45,-122.17
"274","94025",2012-02-15 18:00:00,0.928444255505622,49.1166666666667,37.45,-122.17
"275","94025",2012-02-15 19:00:00,0.576865157189288,46.4416666666667,37.45,-122.17
"276","94025",2012-02-15 20:00:00,0.390707471865096,44.375,37.45,-122.17
"277","94025",2012-02-15 21:00:00,0.505213447310183,41.3769230769231,37.45,-122.17
"278","94025",2012-02-15 22:00:00,0.594633574976203,39.425,37.45,-122.17
"279","94025",2012-02-15 23:00:00,0.594639510058455,37.9583333333333,37.45,-122.17
"280","94025",2012-02-16 00:00:00,0.800883420704819,37.6416666666667,37.45,-122.17
"281","94025",2012-02-16 01:00:00,0.788112724605715,36.1416666666667,37.45,-122.17
"282","94025",2012-02-16 02:00:00,0.974329541834102,35.1583333333333,37.45,-122.17
"283","94025",2012-02-16 03:00:00,0.840030443479094,34.45,37.45,-122.17
"284","94025",2012-02-16 04:00:00,0.978117071983598,33.7333333333333,37.45,-122.17
"285","94025",2012-02-16 05:00:00,0.998201701777109,34.5166666666667,37.45,-122.17
"286","94025",2012-02-16 06:00:00,0.91017646099956,34.4333333333333,37.45,-122.17
"287","94025",2012-02-16 07:00:00,0.688830215531769,34.475,37.45,-122.17
"288","94025",2012-02-16 08:00:00,0.974157387858045,44.725,37.45,-122.17
"289","94025",2012-02-16 09:00:00,0.849583054302071,54.0583333333333,37.45,-122.17
"290","94025",2012-02-16 10:00:00,0.77374186965289,57.1583333333333,37.45,-122.17
"291","94025",2012-02-16 11:00:00,0.663247916183027,58.8833333333333,37.45,-122.17
"292","94025",2012-02-16 12:00:00,0.741090169774209,60.7916666666667,37.45,-122.17
"293","94025",2012-02-16 13:00:00,0.737461965088707,62.5583333333333,37.45,-122.17
"294","94025",2012-02-16 14:00:00,0.705611542966554,63.4,37.45,-122.17
"295","94025",2012-02-16 15:00:00,1.03313996622359,64.0083333333333,37.45,-122.17
"296","94025",2012-02-16 16:00:00,1.76886263262791,62.9083333333333,37.45,-122.17
"297","94025",2012-02-16 17:00:00,1.55178416515614,59.75,37.45,-122.17
"298","94025",2012-02-16 18:00:00,1.01593975648714,53.25,37.45,-122.17
"299","94025",2012-02-16 19:00:00,0.599974859314893,48.65,37.45,-122.17
"300","94025",2012-02-16 20:00:00,0.398166522188167,46.2333333333333,37.45,-122.17
"301","94025",2012-02-16 21:00:00,0.497247316003735,43.9583333333333,37.45,-122.17
"302","94025",2012-02-16 22:00:00,0.892337641814623,41.8923076923077,37.45,-122.17
"303","94025",2012-02-16 23:00:00,0.899255771146593,40.2,37.45,-122.17
"304","94025",2012-02-17 00:00:00,0.868354272938462,38.7833333333333,37.45,-122.17
"305","94025",2012-02-17 01:00:00,0.723708030027844,37.75,37.45,-122.17
"306","94025",2012-02-17 02:00:00,1.21567619410821,37.0083333333333,37.45,-122.17
"307","94025",2012-02-17 03:00:00,1.05713113143056,36.475,37.45,-122.17
"308","94025",2012-02-17 04:00:00,1.02406541794538,36.3916666666667,37.45,-122.17
"309","94025",2012-02-17 05:00:00,1.0205976801312,36.8166666666667,37.45,-122.17
"310","94025",2012-02-17 06:00:00,1.07788941280354,36.975,37.45,-122.17
"311","94025",2012-02-17 07:00:00,0.782210388080484,36.8416666666667,37.45,-122.17
"312","94025",2012-02-17 08:00:00,0.645293120399932,40.6916666666667,37.45,-122.17
"313","94025",2012-02-17 09:00:00,0.658577405136977,48.85,37.45,-122.17
"314","94025",2012-02-17 10:00:00,0.775847536532416,55.26,37.45,-122.17
"315","94025",2012-02-17 11:00:00,0.697201714114912,57.9166666666667,37.45,-122.17
"316","94025",2012-02-17 12:00:00,0.700506650328183,59.8384615384615,37.45,-122.17
"317","94025",2012-02-17 13:00:00,0.712939957426339,61.5545454545455,37.45,-122.17
"318","94025",2012-02-17 14:00:00,0.694427923064455,62.3571428571429,37.45,-122.17
"319","94025",2012-02-17 15:00:00,0.773632901080311,63.4272727272727,37.45,-122.17
"320","94025",2012-02-17 16:00:00,0.698701901224033,62.125,37.45,-122.17
"321","94025",2012-02-17 17:00:00,0.727409903272148,58.4916666666667,37.45,-122.17
"322","94025",2012-02-17 18:00:00,0.686248229643296,56.05,37.45,-122.17
"323","94025",2012-02-17 19:00:00,0.572030260553352,54.2416666666667,37.45,-122.17
"324","94025",2012-02-17 20:00:00,0.463730334008408,52.0333333333333,37.45,-122.17
"325","94025",2012-02-17 21:00:00,0.764952474439748,50.2916666666667,37.45,-122.17
"326","94025",2012-02-17 22:00:00,0.896340794514406,49.8153846153846,37.45,-122.17
