"","Timestamp","MonitorID","Raw","BatteryVoltage","SensorType","CurrentHour","HourCount","EventCount","HourlyPulses"
"94",2010-08-27 16:52:00,0,NA,-2.46700203107891,0,16,NA,6,4
"95",2010-08-28 10:04:00,0,NA,-2.34678018996052,0,10,NA,6,3
"96",2010-08-29 13:22:00,0,NA,-2.38868091782714,0,13,NA,6,4
"97",2010-08-30 11:28:00,0,NA,-2.5818165285382,0,11,NA,6,4
"98",2010-08-31 14:31:00,0,NA,-2.53979635388695,0,14,NA,6,4
"99",2010-09-01 18:34:00,0,NA,-2.40719241186829,0,18,NA,6,4
"101",2010-09-02 16:33:00,0,NA,-2.6509888943732,0,16,NA,6,4
"102",2010-09-03 12:46:00,0,NA,-2.54763140977237,0,12,NA,6,4
"103",2010-09-04 12:14:00,0,NA,-2.33769167123546,0,12,NA,6,3
"104",2010-09-05 16:21:00,0,NA,-2.23904139701084,0,16,NA,6,3
"105",2010-09-06 11:47:00,0,NA,-2.25492511151796,0,11,NA,6,3
"106",2010-09-07 13:59:00,0,NA,-2.57919780992718,0,13,NA,6,4
"108",2010-09-08 18:42:00,0,NA,-2.23142142303794,0,18,NA,6,4
"109",2010-09-09 12:11:00,0,NA,-2.36853542088457,0,12,NA,6,3
"110",2010-09-10 10:40:00,0,NA,-2.57443368709979,0,10,NA,6,4
"111",2010-09-11 14:09:00,0,NA,-2.35032120072557,0,14,NA,6,4
"113",2010-09-12 11:37:00,0,NA,-2.51722888265816,0,11,NA,6,4
"114",2010-09-13 15:59:00,0,NA,-2.63944141625751,0,15,NA,6,3
"115",2010-09-14 14:05:00,0,NA,-2.55080385880227,0,14,NA,6,3
"117",2010-09-15 17:42:00,0,NA,-2.4651238100001,0,17,NA,6,3
"119",2010-09-16 12:04:00,0,NA,-2.77334495967913,0,12,NA,5,3
"120",2010-09-17 13:19:00,0,NA,-2.77284495403004,0,13,NA,6,3
"122",2010-09-18 14:28:00,0,NA,-2.56268504251414,0,14,NA,6,3
"123",2010-09-19 11:10:00,0,NA,-2.82875951578098,0,11,NA,5,4
"124",2010-09-20 17:43:00,0,NA,-2.88708090245079,0,17,NA,5,3
"125",2010-09-21 10:41:00,0,NA,-2.70214429976474,0,10,NA,5,3
"127",2010-09-22 10:48:00,0,NA,-2.75332849653766,0,10,NA,6,4
"128",2010-09-23 10:35:00,0,NA,-2.90453260613727,0,10,NA,5,3
"129",2010-09-24 17:21:00,0,NA,-2.9516406018428,0,17,NA,5,3
"130",2010-09-25 16:05:00,0,NA,-2.96320817098572,0,16,NA,5,4
"131",2010-09-26 18:41:00,0,NA,-3.1474822258616,0,18,NA,5,3
"132",2010-09-27 14:27:00,0,NA,-1.8828434316963,0,14,NA,5,5
"134",2010-09-28 16:14:00,0,NA,-3.04188727078224,0,16,NA,5,3
"135",2010-09-29 17:45:00,0,NA,-2.73077426583516,0,17,NA,5,3
"136",2010-09-30 12:32:00,0,NA,-3.01258841893627,0,12,NA,5,4
"137",2010-10-01 12:40:00,0,NA,-2.9376375737078,0,12,NA,5,3
"138",2010-10-02 10:02:00,0,NA,-2.97857881394163,0,10,NA,5,3
"139",2010-10-03 16:07:00,0,NA,-2.89968096247539,0,16,NA,5,3
"141",2010-10-04 17:59:00,0,NA,-3.01987573962112,0,17,NA,5,3
"142",2010-10-05 16:44:00,0,NA,-3.00732478935081,0,16,NA,5,3
"143",2010-10-06 16:27:00,0,NA,-3.10928778744441,0,16,NA,5,3
"144",2010-10-07 11:08:00,0,NA,-2.83740209052122,0,11,NA,5,3
"145",2010-10-08 16:56:00,0,NA,-2.91932294487969,0,16,NA,5,3
"146",2010-10-09 14:36:00,0,NA,-1.84964100374066,0,14,NA,5,5
"147",2010-10-10 14:36:00,0,NA,-3.0188208338991,0,14,NA,5,3
"148",2010-10-11 18:51:00,0,NA,-3.1356248558735,0,18,NA,5,3
"149",2010-10-12 14:05:00,0,NA,-2.94435954835704,0,14,NA,5,3
"150",2010-10-13 11:31:00,0,NA,-3.03980335258896,0,11,NA,5,3
"151",2010-10-14 13:37:00,0,NA,-2.87948137993738,0,13,NA,5,3
"152",2010-10-15 14:55:00,0,NA,-3.0670922809234,0,14,NA,5,3
"153",2010-10-16 15:46:00,0,NA,-3.15853254115292,0,15,NA,5,3
"154",2010-10-17 16:59:00,0,NA,-3.1210687040783,0,16,NA,5,3
"155",2010-10-18 17:44:00,0,NA,-2.96217367568971,0,17,NA,5,3
"156",2010-10-19 13:52:00,0,NA,-2.97092154669172,0,13,NA,5,3
"157",2010-10-20 15:56:00,0,NA,-2.8148344573568,0,15,NA,5,4
"158",2010-10-21 15:50:00,0,NA,-2.67690248585472,0,15,NA,5,3
"159",2010-10-22 15:44:00,0,NA,-2.76126237199096,0,15,NA,5,3
"160",2010-10-23 16:09:00,0,NA,-2.89932841503382,0,16,NA,5,3
"161",2010-10-24 11:45:00,0,NA,-2.80121608374972,0,11,NA,5,3
"163",2010-10-25 11:57:00,0,NA,-2.87229699325375,0,11,NA,5,3
"164",2010-10-26 12:28:00,0,NA,-2.77296279995222,0,12,NA,5,3
"165",2010-10-27 14:28:00,0,NA,-2.41534513827558,0,14,NA,5,3
"166",2010-10-28 15:04:00,0,NA,-2.68584566178503,0,15,NA,5,3
"167",2010-10-29 13:39:00,0,NA,-2.38132830988738,0,13,NA,6,4
"168",2010-10-30 16:10:00,0,NA,-2.99142256981918,0,16,NA,5,3
"169",2010-10-31 16:32:00,0,NA,-2.83650702119437,0,16,NA,5,3
"170",2010-11-01 13:19:00,0,NA,-3.0561404860168,0,13,NA,5,3
"171",2010-11-02 11:25:00,0,NA,-2.97626019898371,0,11,NA,5,3
"172",2010-11-03 13:34:00,0,NA,-2.81246446214627,0,13,NA,5,3
"174",2010-11-04 14:58:00,0,NA,-2.55510672148549,0,14,NA,6,3
"175",2010-11-05 13:44:00,0,NA,-2.66217349376319,0,13,NA,6,3
"176",2010-11-06 14:58:00,0,NA,-2.59337250886578,0,14,NA,6,3
"177",2010-11-07 09:46:00,0,NA,-2.32814771512541,0,9,NA,6,3
"178",2010-11-08 14:11:00,0,NA,-2.1084875517174,0,14,NA,6,3
"179",2010-11-09 16:10:00,0,NA,-2.19071208803222,0,16,NA,6,3
"181",2010-11-10 14:20:00,0,NA,-2.80261496114948,0,14,NA,5,3
"182",2010-11-11 15:07:00,0,NA,-2.90343726764881,0,15,NA,5,3
"183",2010-11-12 10:29:00,0,NA,-2.73199407783734,0,10,NA,5,3
"184",2010-11-13 15:26:00,0,NA,-2.73967971991283,0,15,NA,5,3
"185",2010-11-14 10:06:00,0,NA,-3.09661222595986,0,10,NA,4,2
"186",2010-11-15 14:26:00,0,NA,-3.22126266362561,0,14,NA,4,2
"187",2010-11-16 11:43:00,0,NA,-2.90026442341502,0,11,NA,4,3
"188",2010-11-17 11:48:00,0,NA,-3.26991742086488,0,11,NA,4,2
"189",2010-11-18 09:43:00,0,NA,-3.04627216219774,0,9,NA,4,2
"190",2010-11-19 12:15:00,0,NA,-2.87710003800337,0,12,NA,5,3
"191",2010-11-20 17:54:00,0,NA,-2.48676342032486,0,17,NA,5,3
"193",2010-11-21 12:05:00,0,NA,-1.42462982159365,0,12,NA,5,4
"195",2010-11-22 13:12:00,0,NA,-1.3838668665658,0,13,NA,6,4
"197",2010-11-23 15:07:00,0,NA,-2.34471299381138,0,15,NA,6,3
"199",2010-11-24 12:50:00,0,NA,-3.06797572675084,0,12,NA,4,3
"200",2010-11-25 09:44:00,0,NA,-3.04002854705797,0,9,NA,4,2
"201",2010-11-26 12:40:00,0,NA,-3.19983215300068,0,12,NA,4,2
"202",2010-11-27 17:26:00,0,NA,-2.79135006192341,0,17,NA,4,2
"204",2010-11-28 12:26:00,0,NA,-2.9478359153637,0,12,NA,5,2
"205",2010-11-29 13:16:00,0,NA,-2.72472359877007,0,13,NA,5,3
"206",2010-11-30 13:06:00,0,NA,-3.00520349131066,0,13,NA,5,2
"207",2010-12-01 14:40:00,0,NA,-2.83071533872551,0,14,NA,5,3
"209",2010-12-02 12:23:00,0,NA,-2.59324153340087,0,12,NA,5,3
"211",2010-12-03 12:34:00,0,NA,-2.59680882584887,0,12,NA,5,3
"212",2010-12-04 11:57:00,0,NA,-2.46651374175335,0,11,NA,6,3
"213",2010-12-05 09:21:00,0,NA,-2.65309595686672,0,9,NA,5,3
"214",2010-12-06 12:45:00,0,NA,-2.49489976915432,0,12,NA,6,3
"215",2010-12-07 12:53:00,0,NA,-2.60219053679536,0,12,NA,5,3
"217",2010-12-08 11:43:00,0,NA,-2.75021884612547,0,11,NA,5,3
"219",2010-12-09 17:51:00,0,NA,-2.85601115814449,0,17,NA,5,2
"221",2010-12-10 10:00:00,0,NA,-3.11984497502983,0,10,NA,4,2
"222",2010-12-11 17:18:00,0,NA,-2.65226306798514,0,17,NA,5,3
"224",2010-12-12 15:30:00,0,NA,-2.71088479860217,0,15,NA,5,3
"225",2010-12-13 17:23:00,0,NA,-2.70016512960149,0,17,NA,5,3
"227",2010-12-14 11:43:00,0,NA,-2.61078654147292,0,11,NA,5,3
"228",2010-12-15 17:12:00,0,NA,-2.39066931165271,0,17,NA,5,3
"229",2010-12-16 17:07:00,0,NA,-2.45910836974707,0,17,NA,6,3
"231",2010-12-17 13:07:00,0,NA,-2.88811504952885,0,13,NA,5,3
"232",2010-12-18 15:19:00,0,NA,-2.45895358447603,0,15,NA,5,3
"234",2010-12-19 14:32:00,0,NA,-2.20871700026906,0,14,NA,6,4
"236",2010-12-20 16:37:00,0,NA,-2.55915479950609,0,16,NA,6,3
"237",2010-12-21 11:24:00,0,NA,-2.46758044533184,0,11,NA,6,3
"238",2010-12-22 11:33:00,0,NA,-2.5112121069882,0,11,NA,5,3
"240",2010-12-23 14:09:00,0,NA,-2.67937396906504,0,14,NA,5,3
"241",2010-12-24 09:49:00,0,NA,-2.82253476615162,0,9,NA,5,3
"242",2010-12-25 16:12:00,0,NA,-2.64192976638555,0,16,NA,5,3
"243",2010-12-26 13:26:00,0,NA,-2.0232407743223,0,13,NA,6,4
"245",2010-12-27 16:44:00,0,NA,-2.30770956449098,0,16,NA,6,4
"246",2010-12-28 16:28:00,0,NA,-2.65131353707203,0,16,NA,6,3
"248",2010-12-29 12:20:00,0,NA,-2.65145634555516,0,12,NA,5,3
"249",2010-12-30 13:51:00,0,NA,-3.0359305469325,0,13,NA,5,3
"250",2010-12-31 09:59:00,0,NA,-3.00832253866364,0,9,NA,5,3
"251",2011-01-01 11:31:00,0,NA,-3.27301451788516,0,11,NA,4,2
"252",2011-01-02 16:38:00,0,NA,-2.73274185608002,0,16,NA,4,3
"253",2011-01-03 14:05:00,0,NA,-3.28925166653258,0,14,NA,4,2
"254",2011-01-04 17:03:00,0,NA,-1.44043150058433,0,17,NA,5,5
"255",2011-01-05 13:11:00,0,NA,-2.84794662353414,0,13,NA,5,3
"256",2011-01-06 17:23:00,0,NA,-3.30479408327344,0,17,NA,5,3
"257",2011-01-07 10:46:00,0,NA,-2.94801915484681,0,10,NA,5,3
"258",2011-01-08 10:04:00,0,NA,-2.39840274259305,0,10,NA,5,4
"259",2011-01-09 17:46:00,0,NA,-2.2100345608301,0,17,NA,6,3
"261",2011-01-10 13:11:00,0,NA,-2.90870257223084,0,13,NA,5,3
"262",2011-01-11 12:45:00,0,NA,-2.7270803485988,0,12,NA,5,3
"264",2011-01-12 16:38:00,0,NA,-2.63391636887977,0,16,NA,5,4
"265",2011-01-13 09:42:00,0,NA,-3.28586718440241,0,9,NA,5,3
"266",2011-01-14 12:52:00,0,NA,-2.30347577648691,0,12,NA,5,4
"267",2011-01-15 09:52:00,0,NA,-2.62808177660424,0,9,NA,5,3
"268",2011-01-16 17:07:00,0,NA,-1.98400496994063,0,17,NA,6,4
"269",2011-01-17 15:19:00,0,NA,-2.64947700561381,0,15,NA,5,3
"270",2011-01-18 09:24:00,0,NA,-3.1784129229188,0,9,NA,5,3
"272",2011-01-19 17:42:00,0,NA,-0.899688237487516,0,17,NA,5,4
"273",2011-01-20 10:01:00,0,NA,-2.59570153242244,0,10,NA,5,4
"274",2011-01-21 16:05:00,0,NA,-1.69394768218097,0,16,NA,6,5
"275",2011-01-22 13:46:00,0,NA,-3.24510652606879,0,13,NA,4,3
"277",2011-01-23 13:46:00,0,NA,-2.27568744940079,0,13,NA,5,4
"278",2011-01-24 13:58:00,0,NA,-2.39144256805908,0,13,NA,5,4
"279",2011-01-25 16:20:00,0,NA,-2.19346847656288,0,16,NA,6,4
"280",2011-01-26 16:47:00,0,NA,-2.5665262470112,0,16,NA,5,3
"282",2011-01-27 16:45:00,0,NA,-2.19131825331077,0,16,NA,6,4
"284",2011-01-28 14:55:00,0,NA,-2.41614469291037,0,14,NA,6,4
"285",2011-01-29 13:27:00,0,NA,-2.90059964401794,0,13,NA,5,3
"286",2011-01-30 16:13:00,0,NA,-2.58202540059698,0,16,NA,6,3
"287",2011-01-31 13:18:00,0,NA,-2.50306827233337,0,13,NA,6,4
"288",2011-02-01 11:00:00,0,NA,-2.39316615923982,0,11,NA,6,3
"290",2011-02-02 17:31:00,0,NA,-2.63023224155029,0,17,NA,5,3
"291",2011-02-03 09:05:00,0,NA,-2.84969417140554,0,9,NA,5,3
"293",2011-02-04 13:37:00,0,NA,-2.88486097366796,0,13,NA,5,3
"294",2011-02-05 14:40:00,0,NA,-2.5621917742582,0,14,NA,5,4
"295",2011-02-06 14:29:00,0,NA,-3.03190385447929,0,14,NA,5,3
"296",2011-02-07 11:15:00,0,NA,-3.23595444909732,0,11,NA,5,3
"297",2011-02-08 12:25:00,0,NA,-2.52167130549935,0,12,NA,5,4
"298",2011-02-09 09:51:00,0,NA,-2.84079110382332,0,9,NA,5,3
"299",2011-02-10 09:11:00,0,NA,-1.53931016372575,0,9,NA,6,5
"300",2011-02-11 10:28:00,0,NA,-2.91910588059652,0,10,NA,5,3
"301",2011-02-12 11:53:00,0,NA,-2.92932144420332,0,11,NA,5,3
"302",2011-02-13 15:47:00,0,NA,-2.68570487554797,0,15,NA,5,4
"304",2011-02-14 13:31:00,0,NA,-2.78816073912134,0,13,NA,5,4
"305",2011-02-15 17:33:00,0,NA,-3.05342951105961,0,17,NA,5,3
"307",2011-02-16 11:36:00,0,NA,-3.00442505368427,0,11,NA,5,3
"309",2011-02-17 14:33:00,0,NA,-3.07417269815114,0,14,NA,5,3
"310",2011-02-18 16:54:00,0,NA,-2.93006937486078,0,16,NA,5,4
"312",2011-02-19 17:51:00,0,NA,-2.75202682114786,0,17,NA,6,4
"313",2011-02-20 15:57:00,0,NA,-2.720955330122,0,15,NA,6,3
"314",2011-02-21 13:16:00,0,NA,-1.98082703052102,0,13,NA,6,5
"315",2011-02-22 10:56:00,0,NA,-3.07335564210386,0,10,NA,5,4
"316",2011-02-23 15:36:00,0,NA,-2.80204568072946,0,15,NA,6,4
"317",2011-02-24 15:22:00,0,NA,-2.75811926787222,0,15,NA,6,4
"318",2011-02-25 15:33:00,0,NA,-2.81118727056737,0,15,NA,6,4
"319",2011-02-26 16:44:00,0,NA,-1.84734286207131,0,16,NA,6,5
"320",2011-02-27 16:35:00,0,NA,-2.95773473237214,0,16,NA,5,4
"322",2011-02-28 10:56:00,0,NA,-1.57324151477547,0,10,NA,7,6
"323",2011-03-01 12:05:00,0,NA,-2.63779950207053,0,12,NA,6,4
"324",2011-03-02 12:05:00,0,NA,-3.0984733049183,0,12,NA,5,4
"325",2011-03-03 16:17:00,0,NA,-2.96521044024579,0,16,NA,5,3
"326",2011-03-04 17:05:00,0,NA,-3.04577917603202,0,17,NA,5,3
"327",2011-03-05 16:19:00,0,NA,-0.152001655401546,0,16,NA,7,8
"328",2011-03-06 15:32:00,0,NA,-1.32113361486093,0,15,NA,7,6
"329",2011-03-07 14:16:00,0,NA,-2.27145565792223,0,14,NA,6,5
"330",2011-03-08 16:16:00,0,NA,-2.9591693779202,0,16,NA,5,4
"332",2011-03-09 11:19:00,0,NA,-3.0851937173472,0,11,NA,5,4
"333",2011-03-10 17:59:00,0,NA,-2.8779383744673,0,17,NA,5,3
"335",2011-03-11 11:50:00,0,NA,-3.07010850481832,0,11,NA,5,4
"336",2011-03-12 13:53:00,0,NA,-2.25118581236784,0,13,NA,6,4
"337",2011-03-13 13:45:00,0,NA,-2.31226374530258,0,13,NA,6,4
"338",2011-03-14 15:00:00,0,NA,-2.82161259973891,0,15,NA,5,4
"340",2011-03-15 11:31:00,0,NA,-2.89500379231133,0,11,NA,6,4
"341",2011-03-16 17:02:00,0,NA,-2.80185417030395,0,17,NA,6,4
"342",2011-03-17 13:30:00,0,NA,-3.02763485874662,0,13,NA,5,4
"343",2011-03-18 14:48:00,0,NA,-2.51566591807365,0,14,NA,6,4
"344",2011-03-19 18:29:00,0,NA,-2.29857084120023,0,18,NA,6,4
"346",2011-03-20 15:39:00,0,NA,-2.90889705450115,0,15,NA,5,4
"347",2011-03-21 10:41:00,0,NA,-2.90005717645948,0,10,NA,5,4
"348",2011-03-22 12:59:00,0,NA,-3.25424384847764,0,12,NA,5,4
"349",2011-03-23 10:14:00,0,NA,-3.00166092677458,0,10,NA,5,4
"350",2011-03-24 11:35:00,0,NA,-2.97551051946664,0,11,NA,6,4
"352",2011-03-25 16:39:00,0,NA,-2.03388881368127,0,16,NA,7,4
"354",2011-03-26 14:58:00,0,NA,-2.08785023387313,0,14,NA,6,4
"355",2011-03-27 11:31:00,0,NA,-1.61413683711493,0,11,NA,6,5
"356",2011-03-28 12:01:00,0,NA,-1.95652848790355,0,12,NA,6,4
"357",2011-03-29 12:45:00,0,NA,-1.91248174627463,0,12,NA,6,4
"359",2011-03-30 17:08:00,0,NA,-2.64674801918711,0,17,NA,6,4
"360",2011-03-31 15:54:00,0,NA,-2.36785198974052,0,15,NA,6,4
"362",2011-04-01 12:33:00,0,NA,-2.66671788145447,0,12,NA,6,4
"363",2011-04-02 17:50:00,0,NA,-2.51216505347642,0,17,NA,6,4
"364",2011-04-03 11:18:00,0,NA,-2.6220795658417,0,11,NA,6,4
"365",2011-04-04 17:52:00,0,NA,-2.71401469028575,0,17,NA,6,4
"366",2011-04-05 11:12:00,0,NA,-2.89462609687186,0,11,NA,5,4
"367",2011-04-06 13:47:00,0,NA,-2.93584943200984,0,13,NA,5,4
"368",2011-04-07 17:07:00,0,NA,-2.84787410478689,0,17,NA,6,4
"369",2011-04-08 12:31:00,0,NA,-2.74102552341924,0,12,NA,6,4
"370",2011-04-09 13:17:00,0,NA,-2.92144400838232,0,13,NA,5,4
"371",2011-04-10 13:01:00,0,NA,-2.88130659784081,0,13,NA,6,4
"372",2011-04-11 12:03:00,0,NA,-2.75794877777251,0,12,NA,6,4
"373",2011-04-12 11:59:00,0,NA,-2.79473936094631,0,11,NA,6,4
"374",2011-04-13 14:15:00,0,NA,-2.77083384906262,0,14,NA,6,4
"375",2011-04-14 15:33:00,0,NA,-2.91238117003874,0,15,NA,5,4
"376",2011-04-15 12:49:00,0,NA,-2.23544168183303,0,12,NA,6,5
"377",2011-04-16 14:29:00,0,NA,-2.18989674101552,0,14,NA,6,5
"378",2011-04-17 18:13:00,0,NA,-2.78511155368029,0,18,NA,5,4
"379",2011-04-18 15:06:00,0,NA,-2.72040876182064,0,15,NA,6,4
"380",2011-04-19 16:49:00,0,NA,-2.65208913798025,0,16,NA,6,4
"381",2011-04-20 15:36:00,0,NA,-2.90609584415354,0,15,NA,5,4
"382",2011-04-21 12:37:00,0,NA,-2.95460354444547,0,12,NA,5,4
"383",2011-04-22 12:20:00,0,NA,-2.71405150867811,0,12,NA,6,4
"384",2011-04-23 15:39:00,0,NA,-2.69446093023589,0,15,NA,6,4
"385",2011-04-24 11:16:00,0,NA,-2.69062325585141,0,11,NA,6,4
"386",2011-04-25 15:00:00,0,NA,-2.7361223226646,0,15,NA,6,4
"387",2011-04-26 14:18:00,0,NA,-2.68763724077453,0,14,NA,6,4
"388",2011-04-27 17:01:00,0,NA,-2.64444861974157,0,17,NA,6,3
"390",2011-04-28 16:34:00,0,NA,-2.64663981972765,0,16,NA,6,3
"391",2011-04-29 13:33:00,0,NA,-1.13026751179132,0,13,NA,7,3
"393",2011-04-30 17:15:00,0,NA,-2.65651659942705,0,17,NA,6,4
"394",2011-05-01 17:57:00,0,NA,-2.92157445411203,0,17,NA,5,4
"396",2011-05-02 17:46:00,0,NA,-2.79656213204534,0,17,NA,6,4
"397",2011-05-03 17:49:00,0,NA,-2.83435241428751,0,17,NA,6,4
"398",2011-05-04 16:28:00,0,NA,-2.89546108633154,0,16,NA,6,4
"399",2011-05-05 18:27:00,0,NA,-2.97459705217513,0,18,NA,5,4
"401",2011-05-06 14:14:00,0,NA,-2.81399554262142,0,14,NA,5,4
"402",2011-05-07 14:53:00,0,NA,-2.7816710990138,0,14,NA,5,3
"403",2011-05-08 15:52:00,0,NA,-2.19729501930492,0,15,NA,6,3
"405",2011-05-09 14:26:00,0,NA,-1.04800884008873,0,14,NA,7,3
"406",2011-05-10 14:38:00,0,NA,-2.12145249658497,0,14,NA,6,4
"407",2011-05-11 18:29:00,0,NA,-2.1816328717826,0,18,NA,6,4
"408",2011-05-12 11:59:00,0,NA,-2.65559541691036,0,11,NA,6,3
"409",2011-05-13 15:56:00,0,NA,-1.95496521671367,0,15,NA,6,4
"410",2011-05-14 10:56:00,0,NA,-1.94820653590024,0,10,NA,6,4
"412",2011-05-15 15:42:00,0,NA,-2.28714996190607,0,15,NA,6,4
"413",2011-05-16 15:17:00,0,NA,-1.81762739489306,0,15,NA,7,4
"414",2011-05-17 18:26:00,0,NA,-2.28246295070051,0,18,NA,6,4
"415",2011-05-18 11:41:00,0,NA,-2.39744445671355,0,11,NA,6,4
"416",2011-05-19 17:13:00,0,NA,-2.46354769696856,0,17,NA,6,4
"417",2011-05-20 16:57:00,0,NA,-2.3081079667146,0,16,NA,6,4
"418",2011-05-21 14:17:00,0,NA,-1.97029779800825,0,14,NA,6,4
"420",2011-05-22 16:04:00,0,NA,-0.939231006185791,0,16,NA,7,3
"421",2011-05-23 10:03:00,0,NA,-2.07772394028348,0,10,NA,6,4
"422",2011-05-24 18:32:00,0,NA,-2.81615286324024,0,18,NA,6,4
"423",2011-05-25 14:32:00,0,NA,-2.21053403340791,0,14,NA,6,5
"425",2011-05-26 16:34:00,0,NA,-1.35693203974871,0,16,NA,7,4
"426",2011-05-27 17:50:00,0,NA,-1.92249630316744,0,17,NA,7,4
"427",2011-05-28 14:05:00,0,NA,-1.91865535335603,0,14,NA,6,4
"429",2011-05-29 12:27:00,0,NA,-2.3305557941974,0,12,NA,6,4
"430",2011-05-30 13:05:00,0,NA,-2.12177382172416,0,13,NA,6,4
"431",2011-05-31 10:22:00,0,NA,-2.2036336644903,0,10,NA,6,4
"432",2011-06-01 11:23:00,0,NA,-2.31582802228179,0,11,NA,6,3
"434",2011-06-02 15:43:00,0,NA,-2.15442910976405,0,15,NA,6,4
"436",2011-06-03 14:46:00,0,NA,-2.20886482880405,0,14,NA,6,4
"437",2011-06-04 12:54:00,0,NA,-2.25320941590729,0,12,NA,6,4
"438",2011-06-05 14:34:00,0,NA,-2.24535494214584,0,14,NA,6,4
"439",2011-06-06 14:50:00,0,NA,-2.54001872171662,0,14,NA,6,4
"440",2011-06-07 13:28:00,0,NA,-2.51762362449688,0,13,NA,6,4
"442",2011-06-08 14:47:00,0,NA,-2.42021236595585,0,14,NA,6,4
"443",2011-06-09 13:41:00,0,NA,-2.4000757928817,0,13,NA,6,4
"445",2011-06-10 11:55:00,0,NA,-2.56888966232896,0,11,NA,6,4
"446",2011-06-11 16:01:00,0,NA,-2.17878120276378,0,16,NA,6,4
"447",2011-06-12 13:09:00,0,NA,-1.13507564576721,0,13,NA,7,3
"449",2011-06-13 15:38:00,0,NA,-1.07377237436362,0,15,NA,7,3
"450",2011-06-14 12:28:00,0,NA,-1.2822638198908,0,12,NA,7,3
"451",2011-06-15 15:17:00,0,NA,-1.13327993559485,0,15,NA,7,3
"452",2011-06-16 13:49:00,0,NA,-0.927530584116712,0,13,NA,7,3
"453",2011-06-17 10:11:00,0,NA,-1.25541470180356,0,10,NA,7,3
"454",2011-06-18 12:16:00,0,NA,-1.01047823899152,0,12,NA,7,3
"455",2011-06-19 16:19:00,0,NA,-0.641961856210228,0,16,NA,8,3
"456",2011-06-20 12:45:00,0,NA,-1.14930662803381,0,12,NA,7,3
"457",2011-06-21 12:03:00,0,NA,-1.32368802833861,0,12,NA,7,3
"458",2011-06-22 12:32:00,0,NA,-0.968367514186685,0,12,NA,8,3
"459",2011-06-23 12:33:00,0,NA,-1.34333000861952,0,12,NA,7,3
"460",2011-06-24 18:50:00,0,NA,-0.954863510162215,0,18,NA,7,3
"461",2011-06-25 12:22:00,0,NA,-0.813811317343789,0,12,NA,8,3
"462",2011-06-26 16:01:00,0,NA,-1.15628268965636,0,16,NA,7,3
"464",2011-06-27 17:17:00,0,NA,-0.980831784193094,0,17,NA,7,3
"466",2011-06-28 15:37:00,0,NA,-0.933550245370717,0,15,NA,8,3
"467",2011-06-29 12:34:00,0,NA,-1.13130297578036,0,12,NA,7,3
"468",2011-06-30 18:50:00,0,NA,-1.16991186423564,0,18,NA,7,3
"469",2011-07-01 12:56:00,0,NA,-0.892150315428652,0,12,NA,8,3
"470",2011-07-02 11:42:00,0,NA,-1.45139094614245,0,11,NA,7,3
"471",2011-07-03 13:58:00,0,NA,-1.09202758031703,0,13,NA,7,3
"472",2011-07-04 16:55:00,0,NA,-1.09583491760453,0,16,NA,7,3
